gene,chrom,pstart,pend,strand,mean5mC,n_cpg
Mageh1,NC_086039.1,21723709,21727709,+,0.753303797886394,107
Usp51,NC_086039.1,21755163,21759163,-,0.601626762002043,45
LOC102546830,NC_086039.1,21994222,21998222,+,0.452291030534351,14
LOC134484130,NC_086039.1,22053414,22057414,-,0.687074538386783,37
Vcf2,NC_086039.1,22818680,22822680,-,0.211203290766208,51
Alas2,NC_086039.1,22888650,22892650,+,0.557085194479297,17
Apex2,NC_086039.1,22935713,22939713,-,0.542382561603032,70
Pfkfb1,NC_086039.1,22934038,22938038,+,0.54058573251659,75
Tro,NC_086039.1,22999955,23003955,-,0.509512001811594,97
Maged2,NC_086039.1,23362994,23366994,-,0.589200749625188,35
Itih6,NC_086039.1,23178659,23182659,+,0.327540240641711,29
LOC134484045,NC_086039.1,23640728,23644728,-,0.742173925710124,30
Acy1l1,NC_086039.1,23366822,23370822,+,0.70831542527631,51
Gnl3l,NC_086039.1,23435501,23439501,-,0.357917752234994,77
Fgd1,NC_086039.1,23464791,23468791,+,0.39445905364254,145
Tsr2,NC_086039.1,23513711,23517711,-,0.47020731096645,69
Wnk3,NC_086039.1,23597278,23601278,+,0.33796136659436,107
Fam120c,NC_086039.1,23763089,23767089,+,0.602201215469613,17
Cxh3orf38,NC_086039.1,23934701,23938701,+,0.757156706929434,43
Phf8,NC_086039.1,23965126,23969126,+,0.450549429815467,109
Huwe1,NC_086039.1,24348708,24352708,+,0.574628161764706,62
Hsd17b10,NC_086039.1,24566551,24570551,+,0.572004171680706,60
Ribc1,NC_086039.1,24581170,24585170,-,0.462265122852794,102
Smc1a,NC_086039.1,24580732,24584732,+,0.450342618629174,101
Iqsec2,NC_086039.1,24732202,24736202,+,0.624786869928694,132
Kdm5c,NC_086039.1,24819568,24823568,+,0.705744014962594,28
LOC134484093,NC_086039.1,24879606,24883606,-,0.566327335640138,32
Tspyl2,NC_086039.1,24922462,24926462,-,0.483162764291308,72
Gpr173,NC_086039.1,24948485,24952485,-,0.381767086730912,46
LOC134484121,NC_086039.1,25119918,25123918,-,0.208596559139785,12
Cldn34a,NC_086039.1,25162586,25166586,+,0.475223198198198,15
Samt2l3,NC_086039.1,25297103,25301103,-,0.592893807641634,14
Shroom2,NC_086039.1,25478194,25482194,-,0.8833991339248,127
Gpr143,NC_086039.1,25496601,25500601,+,0.677464313471503,42
Samt2l2,NC_086039.1,25871151,25875151,+,0.383691606714628,19
Samt2l1,NC_086039.1,25931712,25935712,-,0.395298576214405,22
Samt4,NC_086039.1,26174055,26178055,-,0.306919181585678,10
Samt1,NC_086039.1,26425634,26429634,-,0.531817424242424,19
Samt2,NC_086039.1,26843413,26847413,+,0.222427254509018,12
Wwc3,NC_086039.1,27144018,27148018,+,0.926659365580594,179
Clcn4,NC_086039.1,27288769,27292769,+,0.54066890060241,40
LOC120099331,NC_086039.1,27455792,27459792,+,0.419999,10
Mid1,NC_086039.1,28051049,28055049,-,0.423560321237359,34
Hccs,NC_086039.1,28503370,28507370,+,0.431734435679612,71
Arhgap6,NC_086039.1,29060344,29064344,-,0.828348118185015,118
Amelx,NC_086039.1,28646803,28650803,+,0.323661618257261,10
Msl3,NC_086039.1,29208388,29212388,+,0.929489201206924,159
Frmpd4,NC_086039.1,29737834,29741834,+,0.83066469017094,78
Fancd2osl2,NC_086039.1,30419691,30423691,-,0.521831690929451,23
Fancd2osl1,NC_086039.1,30456503,30460503,+,0.551371917808219,24
LOC134484165,NC_086039.1,30502080,30506080,-,0.624580169491525,37
LOC686042,NC_086039.1,30526100,30530100,+,0.472839337748344,22
Prps2,NC_086039.1,30590845,30594845,+,0.838885778407748,108
Tlr7,NC_086039.1,30642324,30646324,+,0.454021551724138,15
Tlr8,NC_086039.1,30706714,30710714,+,0.32618991416309,24
Tmsb4x,NC_086039.1,30759611,30763611,+,0.801496324786324,132
Tomm7l1,NC_086039.1,31232591,31236591,+,0.42025809080326,30
Egfl6,NC_086039.1,31513752,31517752,+,0.785280010790397,77
Tceanc,NC_086039.1,31585207,31589207,+,0.638667813765182,25
Saxol1,NC_086039.1,31603096,31607096,+,0.727693359375,56
Rab9a,NC_086039.1,31608089,31612089,+,0.524175633015456,83
Trappc2,NC_086039.1,31645035,31649035,-,0.472214328703704,83
Ofd1,NC_086039.1,31645000,31649000,+,0.472214328703704,83
Gpm6b,NC_086039.1,31834199,31838199,-,0.835710038809832,101
Gemin8,NC_086039.1,31908280,31912280,-,0.199647233289066,60
Glra2,NC_086039.1,32649931,32653931,+,0.638892506459949,32
Rnps1l1,NC_086039.1,32962615,32966615,+,0.631291131041355,44
Fancb,NC_086039.1,33049993,33053993,-,0.412136686787391,70
Mospd2,NC_086039.1,33050063,33054063,+,0.416663955026455,71
Asb9,NC_086039.1,33631285,33635285,-,0.483374501108648,21
Asb11,NC_086039.1,33667790,33671790,-,0.664644153225807,38
Piga,NC_086039.1,33685747,33689747,-,0.471082119021135,84
Vegfd,NC_086039.1,33738305,33742305,-,0.624933730750124,48
Pir,NC_086039.1,33849049,33853049,-,0.593347322111706,60
Bmx,NC_086039.1,33857128,33861128,+,0.51849844256976,45
Ace2,NC_086039.1,33970851,33974851,-,0.477218962807753,37
Cltrn,NC_086039.1,34025124,34029124,-,0.535356884635832,49
Car5b,NC_086039.1,34104553,34108553,+,0.463370027124774,52
Zrsr2,NC_086039.1,34177279,34181279,+,0.444537748344371,78
Ap1s2,NC_086039.1,34228819,34232819,-,0.608198980133857,150
Grpr,NC_086039.1,34628238,34632238,+,0.644832323788546,41
Hmga1l1,NC_086039.1,35242128,35246128,-,0.694289238095238,49
Ctps2,NC_086039.1,35416505,35420505,-,0.730850299800133,47
S100g,NC_086039.1,35335636,35339636,+,0.592199100449775,23
Syap1,NC_086039.1,35421947,35425947,+,0.704173460721868,90
Txlng,NC_086039.1,35493822,35497822,+,0.438867109634552,100
Rbbp7,NC_086039.1,35561030,35565030,-,0.935169243053337,192
Reps2,NC_086039.1,35679260,35683260,+,0.824677634344041,96
RGD1560203,NC_086039.1,36033155,36037155,-,0.809159436619718,42
Nhs,NC_086039.1,36183067,36187067,+,0.860728279292556,159
Scml1,NC_086039.1,36524068,36528068,+,0.704016861946001,41
Phb1l1,NC_086039.1,36561607,36565607,-,0.550934811320755,28
Rai2,NC_086039.1,36640943,36644943,-,0.884810272387396,141
LOC120099333,NC_086039.1,37091363,37095363,-,0.800316840417002,88
Scml2,NC_086039.1,37484465,37488465,-,0.629176710005653,45
Cdkl5,NC_086039.1,37564320,37568320,+,0.877152684079275,149
Gja6,NC_086039.1,37647393,37651393,+,0.59178816449348,28
Rs1,NC_086039.1,37798894,37802894,-,0.510669431279621,32
Ppef1,NC_086039.1,37801204,37805204,+,0.519355056179775,46
Mt1f,NC_086039.1,37812784,37816784,-,0.411606346328196,26
Phka2,NC_086039.1,38100656,38104656,-,0.867274484848485,109
Adgrg2,NC_086039.1,38229286,38233286,-,0.799621550094518,83
Smim30,NC_086039.1,38249825,38253825,+,0.547707399723375,31
Lamtor1l1,NC_086039.1,38444140,38448140,+,0.618470167427702,47
Pdha1,NC_086039.1,38507158,38511158,+,0.816113624856157,122
Map3k15,NC_086039.1,38665746,38669746,-,0.820007666873321,125
Sh3kbp1,NC_086039.1,39029658,39033658,-,0.438157966573816,136
Bclaf3,NC_086039.1,39135521,39139521,-,0.537116013745704,115
Map7d2,NC_086039.1,39294814,39298814,-,0.895414853158674,127
Eif1ax,NC_086039.1,39320023,39324023,-,0.74740725870779,97
Rps6ka3,NC_086039.1,39430017,39434017,-,0.872879010770975,187
Taf5l2,NC_086039.1,39837297,39841297,-,0.715255852156058,41
Cnksr2,NC_086039.1,40720843,40724843,+,0.88339307081475,183
Klhl34,NC_086039.1,40967121,40971121,-,0.889743179255919,100
Smpx,NC_086039.1,41105323,41109323,-,0.486092996910402,29
Mbtps2,NC_086039.1,41223956,41227956,+,0.419491031073446,99
Yy2,NC_086039.1,41251481,41255481,+,0.787248165914221,68
Sms,NC_086039.1,41329693,41333693,+,0.895649417206291,151
Phex,NC_086039.1,41420561,41424561,+,0.563252168082253,53
Ndufb4l4,NC_086039.1,43259923,43263923,-,0.516876818181818,35
Ptchd1,NC_086039.1,43494907,43498907,+,0.923713246090011,204
Magea8,NC_086039.1,43684835,43688835,+,0.616609384984026,55
Prdx4,NC_086039.1,43874374,43878374,+,0.685820152603232,47
LOC102557137,NC_086039.1,43910623,43914623,+,0.338107581967213,11
Acot9,NC_086039.1,43971311,43975311,-,0.791444532627866,57
Sat1,NC_086039.1,44006089,44010089,+,0.721834185441941,64
Cldn34b3,NC_086039.1,44124472,44128472,+,0.312137272727273,12
Magea10,NC_086039.1,44136689,44140689,+,0.587631764038571,93
Cldn34b4,NC_086039.1,44327083,44331083,+,0.494854871794872,9
Cldn34b,NC_086039.1,44400241,44404241,-,0.267931886792453,9
Cldn34d,NC_086039.1,44479870,44483870,-,0.480610335917313,13
LOC102556957,NC_086039.1,44514096,44518096,-,0.876440595697739,116
Ykt6l1,NC_086039.1,45222082,45226082,+,0.648349059334298,18
Tbl1x,NC_086039.1,45450983,45454983,+,0.82409058372953,154
Cldn34e,NC_086039.1,45625344,45629344,-,0.603217813765182,6
Prkx,NC_086039.1,45743210,45747210,-,0.871782811711257,133
Pbsn,NC_086039.1,45805983,45809983,-,0.317781715006305,16
Obp1f,NC_086039.1,45831861,45835861,+,0.311437104622871,19
LOC134484137,NC_086039.1,45865166,45869166,+,0.763921319648094,83
Pargl2,NC_086039.1,45868098,45872098,+,0.728846977956862,107
LOC134484151,NC_086039.1,45878367,45882367,+,0.306350867052023,15
LOC108348181,NC_086039.1,45905752,45909752,-,0.454860770156438,18
Anhx,NC_086039.1,45981240,45985240,-,0.682438813151564,33
Ptges3l1,NC_086039.1,46099937,46103937,-,0.213685562444641,115
Sts,NC_086039.1,46100524,46104524,+,0.25251280334728,120
Pnpla4,NC_086039.1,46203517,46207517,-,0.514640230125523,97
Crlf2l1,NC_086039.1,46278264,46282264,-,0.772640573012939,85
4930480E11Rikl,NC_086039.1,46290191,46294191,+,0.401181277860327,21
Fthl17fl,NC_086039.1,46316864,46320864,+,0.743696796182686,35
Prrg1,NC_086039.1,46491677,46495677,-,0.835424153917478,62
Fam47a,NC_086039.1,46647284,46651284,+,0.691743428184282,41
Cfap47,NC_086039.1,47502169,47506169,-,0.663787528735632,38
Mageb16,NC_086039.1,47663173,47667173,-,0.807946931818182,39
Da2,NC_086039.1,48735647,48739647,+,0.521610853530032,17
Tmem47,NC_086039.1,49336532,49340532,+,0.920654549962807,103
Srsf8,NC_086039.1,49656278,49660278,-,0.615527888446215,25
Dmd,NC_086039.1,51068098,51072098,+,0.476743095930233,28
LOC134484068,NC_086039.1,51710028,51714028,-,0.800641091120139,88
Fthl17a,NC_086039.1,53545274,53549274,+,0.65971674302374,58
Tab3,NC_086039.1,53921473,53925473,+,0.828150479478328,110
Gk,NC_086039.1,54187940,54191940,-,0.813322816243061,90
Tasl,NC_086039.1,54352755,54356755,+,0.759595203160271,38
Actg1l2,NC_086039.1,54512738,54516738,-,0.429242146189736,14
Samt3,NC_086039.1,54520644,54524644,+,0.3637445,18
Nr0b1,NC_086039.1,54705658,54709658,+,0.845178857999001,110
Mageb2,NC_086039.1,54782040,54786040,-,0.688804819661666,69
Mageb3,NC_086039.1,54815249,54819249,-,0.453841282051282,21
Mageb1l1,NC_086039.1,54845437,54849437,-,0.705923444444444,68
Mageb1,NC_086039.1,54870631,54874631,-,0.735180745341615,62
Mageb7,NC_086039.1,54917884,54921884,-,0.664773106060606,26
Il1rapl1,NC_086039.1,56825486,56829486,-,0.6116675,49
LOC134484102,NC_086039.1,57573097,57577097,-,0.873714566929134,111
Ppp4r3c,NC_086039.1,57583557,57587557,+,0.677371508379888,24
Cenpwl1,NC_086039.1,57815744,57819744,+,0.559971954674221,23
LOC103690860,NC_086039.1,58320000,58324000,-,0.340137414965986,18
Dcaf8l1,NC_086039.1,58460949,58464949,-,0.679469782330346,66
Ppp4r3cl2,NC_086039.1,58750523,58754523,+,0.281342199488491,9
Ppp4r3cl3,NC_086039.1,58980372,58984372,-,0.386117245119306,25
Rpl32l2,NC_086039.1,60031133,60035133,+,0.626495768169273,21
Mageb11,NC_086039.1,60139969,60143969,+,0.668254444444444,26
Ppp4r3cl1,NC_086039.1,60369701,60373701,+,0.537296333754741,19
Mageb5,NC_086039.1,60455732,60459732,-,0.401808,15
Mageb6,NC_086039.1,60467905,60471905,-,0.635377707581228,30
Magebl1,NC_086039.1,60544629,60548629,-,0.499993423597679,21
Mageb11l1,NC_086039.1,60594227,60598227,-,0.608891563113146,42
Mageb6b1,NC_086039.1,60707836,60711836,-,0.521962360034453,27
Mageb4,NC_086039.1,60779862,60783862,-,0.436295084951456,46
Mageb5l1,NC_086039.1,60838999,60842999,-,0.636205378831695,35
Mageb6l1,NC_086039.1,60846585,60850585,-,0.417751117129316,26
Mageb18,NC_086039.1,61454154,61458154,-,0.619014856230032,35
Arx,NC_086039.1,62008097,62012097,+,0.726108300308235,122
Pola1,NC_086039.1,62340455,62344455,-,0.466100538555692,71
Pcyt1b,NC_086039.1,62369934,62373934,+,0.553224559932942,34
Pdk3,NC_086039.1,62545371,62549371,-,0.813207588325653,93
Arfrp1,NC_086039.1,62596289,62600289,+,0.647136423261915,61
Supt20hl2,NC_086039.1,62645242,62649242,-,0.978856673230033,276
LOC108353266,NC_086039.1,62644926,62648926,-,0.981129106458273,321
Supt20hl1,NC_086039.1,62700311,62704311,+,0.855754545454546,106
LOC103690862,NC_086039.1,62741807,62745807,-,0.727604772393539,56
Zfx,NC_086039.1,62845068,62849068,-,0.513536798427605,200
Eif2s3,NC_086039.1,62931936,62935936,-,0.238287011048074,77
Klhl15,NC_086039.1,62985762,62989762,+,0.441083472634133,162
Cxhxorf58,NC_086039.1,63149659,63153659,-,0.550531699562856,151
Apoo,NC_086039.1,63149736,63153736,+,0.552275900240064,150
Maged1,NC_086039.1,63421167,63425167,-,0.757565286188709,133
Gspt2,NC_086039.1,63580649,63584649,+,0.830202280042918,91
Zxdb,NC_086039.1,63708381,63712381,+,0.91632612583839,238
Zxda,NC_086039.1,63773624,63777624,-,0.918245214105794,245
Spin4,NC_086039.1,63900427,63904427,-,0.799991595092024,92
Arhgef9,NC_086039.1,64085267,64089267,-,0.665238279569892,32
Rplp1l2,NC_086039.1,64298563,64302563,-,0.724113660714286,29
Amer1,NC_086039.1,64324377,64328377,-,0.543875219976219,106
Asb12,NC_086039.1,64485615,64489615,-,0.607312195121951,10
LOC102551431,NC_086039.1,64485973,64489973,+,0.579459657701712,10
Zc4h2,NC_086039.1,64554037,64558037,-,0.382301926550271,39
Zc3h12b,NC_086039.1,64623479,64627479,+,0.752082431941924,65
Las1l,NC_086039.1,64881221,64885221,-,0.32135351988218,76
Msn,NC_086039.1,65003546,65007546,+,0.867031928875145,79
Vsig4,NC_086039.1,65177708,65181708,-,0.324706868867083,21
Heph,NC_086039.1,65158628,65162628,+,0.498123782771536,16
Hsf3,NC_086039.1,65241358,65245358,-,0.5634272,45
Gpr165,NC_086039.1,65551383,65555383,+,0.680620135566189,49
Pgr15l,NC_086039.1,65992870,65996870,+,0.679458181818182,67
Rpl34l1,NC_086039.1,66179135,66183135,+,0.343746966911765,25
Eda2r,NC_086039.1,66278674,66282674,-,0.460329164477141,38
Hacd3l1,NC_086039.1,66511967,66515967,-,0.570267747747748,25
Ar,NC_086039.1,67133317,67137317,+,0.801445367027677,91
Ophn1,NC_086039.1,68016217,68020217,-,0.761003881418093,80
LOC134484061,NC_086039.1,67927912,67931912,+,0.665819414385742,38
Yipf6,NC_086039.1,68077754,68081754,+,0.167284885353299,113
Stard8,NC_086039.1,68117276,68121276,+,0.588045864045864,48
Efnb1,NC_086039.1,68295529,68299529,+,0.49337126996494,165
Rpl27l1,NC_086039.1,68359801,68363801,-,0.732706154747948,66
Pja1,NC_086039.1,68624001,68628001,-,0.549903198349239,94
Nalf2,NC_086039.1,68963327,68967327,+,0.924917234098707,243
Eda,NC_086039.1,69116577,69120577,+,0.368941123803643,120
Awat2,NC_086039.1,69528664,69532664,-,0.324811714589989,22
Otud6a,NC_086039.1,69552215,69556215,+,0.794503658237172,88
LOC108349172,NC_086039.1,69610191,69614191,-,0.38319781512605,26
Igbp1,NC_086039.1,69620925,69624925,+,0.54346591503268,70
Dgat2l6,NC_086039.1,69652519,69656519,+,0.556618236819361,25
Awat1,NC_086039.1,69706286,69710286,+,0.545398569651741,39
P2ry4,NC_086039.1,69755726,69759726,-,0.578998431845597,24
Arr3,NC_086039.1,69737959,69741959,+,0.510940703125,31
Pdzd11,NC_086039.1,69759811,69763811,-,0.433669698173153,70
Kif4a,NC_086039.1,69759803,69763803,+,0.433669698173153,70
Gdpd2,NC_086039.1,69864395,69868395,+,0.447314536516854,44
Dlg3,NC_086039.1,69897694,69901694,+,0.750606507679871,96
Tex11,NC_086039.1,70234544,70238544,-,0.727147658013544,70
Slc7a3,NC_086039.1,70254610,70258610,-,0.774366058252427,64
Snx12,NC_086039.1,70394948,70398948,-,0.577270175438597,71
Foxo4,NC_086039.1,70423218,70427218,+,0.127823014839885,104
Cxhxorf65,NC_086039.1,70433190,70437190,-,0.662668484288355,35
Il2rg,NC_086039.1,70437052,70441052,-,0.694161631139945,36
Med12,NC_086039.1,70442615,70446615,+,0.335704908946952,79
Nlgn3,NC_086039.1,70467251,70471251,+,0.7983369140625,57
Gjb1,NC_086039.1,70539845,70543845,+,0.642329359165425,36
Zmym3,NC_086039.1,70582221,70586221,-,0.199141597426963,106
Nono,NC_086039.1,70592116,70596116,+,0.479464025633557,94
Itgb1bp2,NC_086039.1,70610118,70614118,+,0.780151145038168,34
Taf1,NC_086039.1,70678901,70682901,+,0.274371961009174,64
Ogt,NC_086039.1,70809317,70813317,+,0.502247268986158,117
Rpl35al4,NC_086039.1,70845062,70849062,-,0.807948261589404,30
LOC102548506,NC_086039.1,70856359,70860359,+,0.883818343195267,58
Cxcr3,NC_086039.1,70884944,70888944,-,0.645056131820638,57
Cxhxorf49B,NC_086039.1,70949246,70953246,-,0.888221808246398,69
Cxhxorf49,NC_086039.1,70949401,70953401,+,0.885946891825746,70
Cxhxorf49l1,NC_086039.1,70977823,70981823,-,0.816673330175272,38
Nhsl2,NC_086039.1,71007940,71011940,+,0.204402993016295,154
Rtl5,NC_086039.1,71226713,71230713,-,0.354202457466919,111
Pin4,NC_086039.1,71270034,71274034,+,0.228440765492102,45
Ercc6l,NC_086039.1,71299186,71303186,-,0.56149545884579,58
Rps4x,NC_086039.1,71340921,71344921,-,0.1706559114735,77
Cited1,NC_086039.1,71393023,71397023,-,0.134895577299413,235
Hdac8,NC_086039.1,71630865,71634865,-,0.319192435549525,65
Phka1,NC_086039.1,71776465,71780465,-,0.77883980952381,92
Klhdc2l1,NC_086039.1,71710304,71714304,+,0.776911704697987,79
Dmrtc1a,NC_086039.1,71859910,71863910,+,0.858129179121638,122
LOC120099304,NC_086039.1,71921077,71925077,+,0.757449209726444,93
Dmrtc1c1,NC_086039.1,71942116,71946116,-,0.768262750869682,93
Dmrtc1b,NC_086039.1,72001015,72005015,-,0.836248431862337,124
Pabpc1l2a,NC_086039.1,72061772,72065772,+,0.887448826929616,192
Pabpc1l2b,NC_086039.1,72134612,72138612,-,0.880772580128206,190
Dmap1,NC_086039.1,72229128,72233128,-,0.793444931402439,60
Nap1l2,NC_086039.1,72240247,72244247,-,0.515120397579948,61
4930519F16Rikl,NC_086039.1,72283825,72287825,-,0.556068504672897,26
Higd1al1,NC_086039.1,72292654,72296654,+,0.651134166266218,48
Cdx4,NC_086039.1,72390653,72394653,+,0.66853686687584,86
Rps26l6,NC_086039.1,72414099,72418099,+,0.650330358449159,47
Chic1,NC_086039.1,72425851,72429851,+,0.779418695873663,99
Tsx,NC_086039.1,72491147,72495147,+,0.557471435619141,47
Hrasl1,NC_086039.1,72586640,72590640,-,0.947582990750257,74
LOC134484083,NC_086039.1,72612583,72616583,-,0.857953238341969,55
Zcchc13,NC_086039.1,72707319,72711319,+,0.845650810810811,57
Rita1l1,NC_086039.1,72767642,72771642,+,0.733012909672262,65
Slc16a2,NC_086039.1,72912299,72916299,-,0.400773054993563,142
Rpl38l3,NC_086039.1,73033305,73037305,+,0.733832089552239,21
Rlim,NC_086039.1,73068302,73072302,-,0.582385098931886,136
Nexmif,NC_086039.1,73282943,73286943,-,0.949955850956697,238
Abcb7,NC_086039.1,73500464,73504464,-,0.417406231327358,65
Uprt,NC_086039.1,73580267,73584267,+,0.512269025157232,81
Zdhhc15,NC_086039.1,73765451,73769451,-,0.534248230593607,56
Magee2,NC_086039.1,73949433,73953433,+,0.731177695888286,48
Pbdc1,NC_086039.1,74217713,74221713,+,0.231867766911166,69
Magee1,NC_086039.1,74252848,74256848,+,0.618534358589647,128
LOC103690877,NC_086039.1,74283142,74287142,+,0.498825647058824,22
Fgf16,NC_086039.1,74880863,74884863,+,0.849602394736843,189
Atrx,NC_086039.1,75060880,75064880,-,0.580829956308029,135
Magt1,NC_086039.1,75143247,75147247,-,0.660735869819714,85
Cox7b,NC_086039.1,75147036,75151036,+,0.250334447866256,42
Atp7a,NC_086039.1,75157635,75161635,+,0.228827911275416,69
Tlr13,NC_086039.1,75283832,75287832,+,0.738062980209546,25
Pgk1,NC_086039.1,75334988,75338988,+,0.109835432667691,90
Taf9b,NC_086039.1,75364166,75368166,-,0.799009887597638,111
LOC100359505,NC_086039.1,75368289,75372289,-,0.777942521694742,42
LOC120099143,NC_086039.1,75413103,75417103,-,0.467220943613349,20
LOC120099144,NC_086039.1,75543089,75547089,-,0.424793742478941,22
Fndc3c1,NC_086039.1,75628812,75632812,-,0.523886083695223,100
Cysltr1,NC_086039.1,75760873,75764873,-,0.516247725162489,40
LOC100359656,NC_086039.1,75864427,75868427,+,0.566462552742616,26
Rpl24l1,NC_086039.1,75951083,75955083,+,0.674961825726141,36
Rtl3,NC_086039.1,76021848,76025848,-,0.611917204899777,42
Lpar4,NC_086039.1,76104319,76108319,+,0.667489231401562,41
P2ry10,NC_086039.1,76182064,76186064,+,0.584182648870637,19
P2ry10b,NC_086039.1,76326434,76330434,+,0.670586568627451,29
Gpr174,NC_086039.1,76426274,76430274,+,0.694398794454491,30
Itm2a,NC_086039.1,76563144,76567144,-,0.463100149868865,53
Tbx22,NC_086039.1,76794398,76798398,+,0.527925719120135,9
Chmp1b2,NC_086039.1,76972018,76976018,-,0.87016605045672,89
Tent5d,NC_086039.1,76972069,76976069,+,0.87016605045672,89
Wasfl,NC_086039.1,77114492,77118492,-,0.57794556416882,24
LOC120099145,NC_086039.1,77572270,77576270,+,0.742037855946399,13
Pcgf6l1,NC_086039.1,77580097,77584097,+,0.837842317154999,113
LOC103690878,NC_086039.1,77769694,77773694,-,0.839692612264606,63
Brwd3,NC_086039.1,77935240,77939240,-,0.889396808969383,91
Hmgn5,NC_086039.1,78168613,78172613,-,0.868732087511395,116
Sh3bgrl1,NC_086039.1,78240704,78244704,+,0.226292151733159,43
Sh3bgrl4,NC_086039.1,78385632,78389632,-,0.71069557195572,33
LOC681325,NC_086039.1,78390551,78394551,+,0.555545860566449,21
LOC102554937,NC_086039.1,78730429,78734429,+,0.526497290930506,14
LOC134484088,NC_086039.1,79700601,79704601,-,0.527108644067797,15
